,combination,count,freq,iteration
5484,ant-weak_mut-absent,2,0.083333333,9208
5485,ant-weak_mut-strong,1,0.041666667,9208
5486,ant-weak_mut-weak,1,0.041666667,9208
5487,ant-absent_mut-absent,3,0.125,9207
5488,ant-absent_mut-strong,1,0.041666667,9207
5489,ant-strong_mut-absent,9,0.375,9207
5490,ant-strong_mut-strong,1,0.041666667,9207
5491,ant-strong_mut-weak,4,0.166666667,9207
5492,ant-weak_mut-absent,5,0.208333333,9207
5493,ant-weak_mut-weak,1,0.041666667,9207
5494,ant-absent_mut-absent,2,0.083333333,9206
5495,ant-absent_mut-strong,1,0.041666667,9206
5496,ant-absent_mut-weak,1,0.041666667,9206
5497,ant-strong_mut-absent,11,0.458333333,9206
5498,ant-strong_mut-weak,4,0.166666667,9206
5499,ant-weak_mut-absent,4,0.166666667,9206
5500,ant-weak_mut-strong,1,0.041666667,9206
5501,ant-absent_mut-absent,3,0.125,9205
5502,ant-strong_mut-absent,9,0.375,9205
5503,ant-strong_mut-strong,2,0.083333333,9205
5504,ant-strong_mut-weak,2,0.083333333,9205
5505,ant-weak_mut-absent,4,0.166666667,9205
5506,ant-weak_mut-weak,4,0.166666667,9205
5507,ant-absent_mut-absent,3,0.125,9204
5508,ant-strong_mut-absent,10,0.416666667,9204
5509,ant-strong_mut-strong,1,0.041666667,9204
5510,ant-strong_mut-weak,3,0.125,9204
5511,ant-weak_mut-absent,5,0.208333333,9204
5512,ant-weak_mut-strong,1,0.041666667,9204
5513,ant-weak_mut-weak,1,0.041666667,9204
5514,ant-absent_mut-absent,4,0.166666667,9203
5515,ant-absent_mut-weak,1,0.041666667,9203
5516,ant-strong_mut-absent,10,0.416666667,9203
5517,ant-strong_mut-strong,2,0.083333333,9203
5518,ant-strong_mut-weak,5,0.208333333,9203
5519,ant-weak_mut-absent,2,0.083333333,9203
5520,ant-absent_mut-absent,1,0.041666667,9202
5521,ant-absent_mut-strong,1,0.041666667,9202
5522,ant-strong_mut-absent,10,0.416666667,9202
5523,ant-strong_mut-weak,3,0.125,9202
5524,ant-weak_mut-absent,6,0.25,9202
5525,ant-weak_mut-strong,1,0.041666667,9202
5526,ant-weak_mut-weak,2,0.083333333,9202
5527,ant-absent_mut-absent,2,0.083333333,9201
5528,ant-absent_mut-strong,1,0.041666667,9201
5529,ant-strong_mut-absent,13,0.541666667,9201
5530,ant-strong_mut-strong,1,0.041666667,9201
5531,ant-strong_mut-weak,1,0.041666667,9201
5532,ant-weak_mut-absent,3,0.125,9201
5533,ant-weak_mut-weak,3,0.125,9201
5534,ant-absent_mut-absent,3,0.125,9200
5535,ant-absent_mut-strong,1,0.041666667,9200
5536,ant-strong_mut-absent,9,0.375,9200
5537,ant-strong_mut-strong,1,0.041666667,9200
5538,ant-strong_mut-weak,4,0.166666667,9200
5539,ant-weak_mut-absent,4,0.166666667,9200
5540,ant-weak_mut-weak,2,0.083333333,9200
5541,ant-absent_mut-absent,3,0.125,9199
5542,ant-strong_mut-absent,10,0.416666667,9199
5543,ant-strong_mut-strong,1,0.041666667,9199
5544,ant-strong_mut-weak,2,0.083333333,9199
5545,ant-weak_mut-absent,6,0.25,9199
5546,ant-weak_mut-strong,1,0.041666667,9199
5547,ant-weak_mut-weak,1,0.041666667,9199
5548,ant-absent_mut-absent,5,0.208333333,9198
5549,ant-strong_mut-absent,8,0.333333333,9198
5550,ant-strong_mut-strong,2,0.083333333,9198
5551,ant-strong_mut-weak,5,0.208333333,9198
5552,ant-weak_mut-absent,4,0.166666667,9198
5553,ant-absent_mut-absent,2,0.083333333,9197
5554,ant-absent_mut-weak,2,0.083333333,9197
5555,ant-strong_mut-absent,11,0.458333333,9197
5556,ant-strong_mut-weak,4,0.166666667,9197
5557,ant-weak_mut-absent,3,0.125,9197
5558,ant-weak_mut-strong,2,0.083333333,9197
5559,ant-absent_mut-absent,5,0.208333333,9196
5560,ant-strong_mut-absent,10,0.416666667,9196
5561,ant-strong_mut-strong,2,0.083333333,9196
5562,ant-strong_mut-weak,3,0.125,9196
5563,ant-weak_mut-absent,3,0.125,9196
5564,ant-weak_mut-weak,1,0.041666667,9196
5565,ant-absent_mut-absent,4,0.166666667,9195
5566,ant-absent_mut-weak,1,0.041666667,9195
5567,ant-strong_mut-absent,11,0.458333333,9195
5568,ant-strong_mut-strong,2,0.083333333,9195
5569,ant-strong_mut-weak,4,0.166666667,9195
5570,ant-weak_mut-absent,1,0.041666667,9195
5571,ant-weak_mut-weak,1,0.041666667,9195
5572,ant-absent_mut-absent,3,0.125,9194
5573,ant-absent_mut-strong,1,0.041666667,9194
5574,ant-absent_mut-weak,1,0.041666667,9194
5575,ant-strong_mut-absent,11,0.458333333,9194
5576,ant-strong_mut-strong,1,0.041666667,9194
5577,ant-strong_mut-weak,2,0.083333333,9194
5578,ant-weak_mut-absent,3,0.125,9194
5579,ant-weak_mut-weak,2,0.083333333,9194
5580,ant-absent_mut-absent,3,0.125,9193
5581,ant-strong_mut-absent,10,0.416666667,9193
5582,ant-strong_mut-weak,4,0.166666667,9193
5583,ant-weak_mut-absent,3,0.125,9193
5584,ant-weak_mut-strong,2,0.083333333,9193
5585,ant-weak_mut-weak,2,0.083333333,9193
5586,ant-absent_mut-absent,2,0.083333333,9192
5587,ant-absent_mut-weak,1,0.041666667,9192
5588,ant-strong_mut-absent,9,0.375,9192
5589,ant-strong_mut-strong,2,0.083333333,9192
5590,ant-strong_mut-weak,3,0.125,9192
5591,ant-weak_mut-absent,5,0.208333333,9192
5592,ant-weak_mut-weak,2,0.083333333,9192
5593,ant-absent_mut-absent,4,0.166666667,9191
5594,ant-strong_mut-absent,8,0.333333333,9191
5595,ant-strong_mut-strong,2,0.083333333,9191
5596,ant-strong_mut-weak,4,0.166666667,9191
5597,ant-weak_mut-absent,5,0.208333333,9191
5598,ant-weak_mut-weak,1,0.041666667,9191
5599,ant-absent_mut-absent,3,0.125,9190
5600,ant-absent_mut-weak,2,0.083333333,9190
5601,ant-strong_mut-absent,8,0.333333333,9190
5602,ant-strong_mut-strong,2,0.083333333,9190
5603,ant-strong_mut-weak,3,0.125,9190
5604,ant-weak_mut-absent,5,0.208333333,9190
5605,ant-weak_mut-weak,1,0.041666667,9190
5606,ant-absent_mut-absent,3,0.125,9189
5607,ant-absent_mut-weak,1,0.041666667,9189
5608,ant-strong_mut-absent,9,0.375,9189
5609,ant-strong_mut-strong,2,0.083333333,9189
5610,ant-strong_mut-weak,3,0.125,9189
5611,ant-weak_mut-absent,5,0.208333333,9189
5612,ant-weak_mut-weak,1,0.041666667,9189
5613,ant-absent_mut-absent,5,0.208333333,9188
5614,ant-absent_mut-weak,1,0.041666667,9188
5615,ant-strong_mut-absent,8,0.333333333,9188
5616,ant-strong_mut-strong,2,0.083333333,9188
5617,ant-strong_mut-weak,4,0.166666667,9188
5618,ant-weak_mut-absent,4,0.166666667,9188
5619,ant-absent_mut-absent,4,0.166666667,9187
5620,ant-strong_mut-absent,12,0.5,9187
5621,ant-strong_mut-strong,1,0.041666667,9187
5622,ant-strong_mut-weak,1,0.041666667,9187
5623,ant-weak_mut-absent,2,0.083333333,9187
5624,ant-weak_mut-strong,1,0.041666667,9187
5625,ant-weak_mut-weak,3,0.125,9187
5626,ant-absent_mut-absent,3,0.125,9186
5627,ant-absent_mut-strong,1,0.041666667,9186
5628,ant-strong_mut-absent,8,0.333333333,9186
5629,ant-strong_mut-strong,1,0.041666667,9186
5630,ant-strong_mut-weak,3,0.125,9186
5631,ant-weak_mut-absent,6,0.25,9186
5632,ant-weak_mut-weak,2,0.083333333,9186
5633,ant-absent_mut-absent,3,0.125,9185
5634,ant-absent_mut-strong,1,0.041666667,9185
5635,ant-absent_mut-weak,1,0.041666667,9185
5636,ant-strong_mut-absent,8,0.333333333,9185
5637,ant-strong_mut-strong,1,0.041666667,9185
5638,ant-strong_mut-weak,4,0.166666667,9185
5639,ant-weak_mut-absent,5,0.208333333,9185
5640,ant-weak_mut-weak,1,0.041666667,9185
5641,ant-absent_mut-absent,3,0.125,9184
5642,ant-absent_mut-weak,1,0.041666667,9184
5643,ant-strong_mut-absent,10,0.416666667,9184
5644,ant-strong_mut-strong,1,0.041666667,9184
5645,ant-strong_mut-weak,2,0.083333333,9184
5646,ant-weak_mut-absent,4,0.166666667,9184
5647,ant-weak_mut-strong,1,0.041666667,9184
5648,ant-weak_mut-weak,2,0.083333333,9184
5649,ant-absent_mut-absent,4,0.166666667,9183
5650,ant-absent_mut-weak,1,0.041666667,9183
5651,ant-strong_mut-absent,12,0.5,9183
5652,ant-strong_mut-weak,4,0.166666667,9183
5653,ant-weak_mut-strong,2,0.083333333,9183
5654,ant-weak_mut-weak,1,0.041666667,9183
5655,ant-absent_mut-absent,1,0.041666667,9182
5656,ant-absent_mut-weak,2,0.083333333,9182
5657,ant-strong_mut-absent,11,0.458333333,9182
5658,ant-strong_mut-strong,1,0.041666667,9182
5659,ant-strong_mut-weak,2,0.083333333,9182
5660,ant-weak_mut-absent,5,0.208333333,9182
5661,ant-weak_mut-strong,1,0.041666667,9182
5662,ant-weak_mut-weak,1,0.041666667,9182
5663,ant-absent_mut-absent,4,0.166666667,9181
5664,ant-absent_mut-strong,1,0.041666667,9181
5665,ant-absent_mut-weak,1,0.041666667,9181
5666,ant-strong_mut-absent,10,0.416666667,9181
5667,ant-strong_mut-strong,1,0.041666667,9181
5668,ant-strong_mut-weak,2,0.083333333,9181
5669,ant-weak_mut-absent,4,0.166666667,9181
5670,ant-weak_mut-weak,1,0.041666667,9181
5671,ant-absent_mut-absent,3,0.125,9180
5672,ant-absent_mut-weak,2,0.083333333,9180
5673,ant-strong_mut-absent,9,0.375,9180
5674,ant-strong_mut-strong,1,0.041666667,9180
5675,ant-strong_mut-weak,3,0.125,9180
5676,ant-weak_mut-absent,4,0.166666667,9180
5677,ant-weak_mut-strong,1,0.041666667,9180
5678,ant-weak_mut-weak,1,0.041666667,9180
5679,ant-absent_mut-absent,1,0.041666667,9179
5680,ant-absent_mut-strong,1,0.041666667,9179
5681,ant-absent_mut-weak,2,0.083333333,9179
5682,ant-strong_mut-absent,10,0.416666667,9179
5683,ant-strong_mut-strong,1,0.041666667,9179
5684,ant-strong_mut-weak,3,0.125,9179
5685,ant-weak_mut-absent,5,0.208333333,9179
5686,ant-weak_mut-weak,1,0.041666667,9179
5687,ant-absent_mut-absent,1,0.041666667,9178
5688,ant-absent_mut-weak,1,0.041666667,9178
5689,ant-strong_mut-absent,8,0.333333333,9178
5690,ant-strong_mut-strong,2,0.083333333,9178
5691,ant-strong_mut-weak,5,0.208333333,9178
5692,ant-weak_mut-absent,7,0.291666667,9178
5693,ant-absent_mut-absent,3,0.125,9177
5694,ant-absent_mut-weak,1,0.041666667,9177
5695,ant-strong_mut-absent,9,0.375,9177
5696,ant-strong_mut-strong,2,0.083333333,9177
5697,ant-strong_mut-weak,4,0.166666667,9177
5698,ant-weak_mut-absent,4,0.166666667,9177
5699,ant-weak_mut-weak,1,0.041666667,9177
5700,ant-absent_mut-absent,2,0.083333333,9176
5701,ant-absent_mut-strong,1,0.041666667,9176
5702,ant-strong_mut-absent,11,0.458333333,9176
5703,ant-strong_mut-strong,1,0.041666667,9176
5704,ant-strong_mut-weak,3,0.125,9176
5705,ant-weak_mut-absent,4,0.166666667,9176
5706,ant-weak_mut-weak,2,0.083333333,9176
5707,ant-absent_mut-absent,3,0.125,9175
5708,ant-absent_mut-weak,1,0.041666667,9175
5709,ant-strong_mut-absent,8,0.333333333,9175
5710,ant-strong_mut-strong,2,0.083333333,9175
5711,ant-strong_mut-weak,3,0.125,9175
5712,ant-weak_mut-absent,5,0.208333333,9175
5713,ant-weak_mut-weak,2,0.083333333,9175
5714,ant-absent_mut-absent,1,0.041666667,9174
5715,ant-absent_mut-weak,2,0.083333333,9174
5716,ant-strong_mut-absent,10,0.416666667,9174
5717,ant-strong_mut-strong,1,0.041666667,9174
5718,ant-strong_mut-weak,1,0.041666667,9174
5719,ant-weak_mut-absent,6,0.25,9174
5720,ant-weak_mut-strong,1,0.041666667,9174
5721,ant-weak_mut-weak,2,0.083333333,9174
5722,ant-absent_mut-absent,3,0.125,9173
5723,ant-absent_mut-weak,1,0.041666667,9173
5724,ant-strong_mut-absent,11,0.458333333,9173
5725,ant-strong_mut-strong,1,0.041666667,9173
5726,ant-strong_mut-weak,4,0.166666667,9173
5727,ant-weak_mut-absent,2,0.083333333,9173
5728,ant-weak_mut-strong,1,0.041666667,9173
5729,ant-weak_mut-weak,1,0.041666667,9173
5730,ant-absent_mut-absent,4,0.166666667,9172
5731,ant-strong_mut-absent,11,0.458333333,9172
5732,ant-strong_mut-strong,2,0.083333333,9172
5733,ant-strong_mut-weak,2,0.083333333,9172
5734,ant-weak_mut-absent,3,0.125,9172
5735,ant-weak_mut-weak,2,0.083333333,9172
5736,ant-absent_mut-absent,1,0.041666667,9171
5737,ant-absent_mut-weak,2,0.083333333,9171
5738,ant-strong_mut-absent,13,0.541666667,9171
5739,ant-strong_mut-strong,2,0.083333333,9171
5740,ant-strong_mut-weak,1,0.041666667,9171
5741,ant-weak_mut-absent,3,0.125,9171
5742,ant-weak_mut-weak,2,0.083333333,9171
5743,ant-absent_mut-absent,2,0.083333333,9170
5744,ant-strong_mut-absent,12,0.5,9170
5745,ant-strong_mut-strong,1,0.041666667,9170
5746,ant-strong_mut-weak,4,0.166666667,9170
5747,ant-weak_mut-absent,4,0.166666667,9170
5748,ant-weak_mut-strong,1,0.041666667,9170
5749,ant-absent_mut-absent,2,0.083333333,9169
5750,ant-absent_mut-strong,1,0.041666667,9169
5751,ant-strong_mut-absent,11,0.458333333,9169
5752,ant-strong_mut-weak,5,0.208333333,9169
5753,ant-weak_mut-absent,4,0.166666667,9169
5754,ant-weak_mut-strong,1,0.041666667,9169
5755,ant-absent_mut-absent,1,0.041666667,9168
5756,ant-absent_mut-weak,2,0.083333333,9168
5757,ant-strong_mut-absent,11,0.458333333,9168
5758,ant-strong_mut-strong,2,0.083333333,9168
5759,ant-strong_mut-weak,2,0.083333333,9168
5760,ant-weak_mut-absent,5,0.208333333,9168
5761,ant-weak_mut-weak,1,0.041666667,9168
5762,ant-absent_mut-absent,3,0.125,9167
5763,ant-absent_mut-strong,1,0.041666667,9167
5764,ant-strong_mut-absent,11,0.458333333,9167
5765,ant-strong_mut-strong,1,0.041666667,9167
5766,ant-strong_mut-weak,1,0.041666667,9167
5767,ant-weak_mut-absent,4,0.166666667,9167
5768,ant-weak_mut-weak,3,0.125,9167
5769,ant-absent_mut-absent,2,0.083333333,9166
5770,ant-absent_mut-weak,1,0.041666667,9166
5771,ant-strong_mut-absent,8,0.333333333,9166
5772,ant-strong_mut-strong,2,0.083333333,9166
5773,ant-strong_mut-weak,5,0.208333333,9166
5774,ant-weak_mut-absent,6,0.25,9166
5775,ant-absent_mut-absent,2,0.083333333,9165
5776,ant-strong_mut-absent,9,0.375,9165
5777,ant-strong_mut-strong,1,0.041666667,9165
5778,ant-strong_mut-weak,3,0.125,9165
5779,ant-weak_mut-absent,6,0.25,9165
5780,ant-weak_mut-strong,1,0.041666667,9165
5781,ant-weak_mut-weak,2,0.083333333,9165
5782,ant-absent_mut-absent,5,0.208333333,9164
5783,ant-absent_mut-weak,1,0.041666667,9164
5784,ant-strong_mut-absent,9,0.375,9164
5785,ant-strong_mut-strong,1,0.041666667,9164
5786,ant-strong_mut-weak,4,0.166666667,9164
5787,ant-weak_mut-absent,2,0.083333333,9164
5788,ant-weak_mut-strong,1,0.041666667,9164
5789,ant-weak_mut-weak,1,0.041666667,9164
5790,ant-absent_mut-absent,2,0.083333333,9163
5791,ant-absent_mut-weak,2,0.083333333,9163
5792,ant-strong_mut-absent,11,0.458333333,9163
5793,ant-strong_mut-strong,2,0.083333333,9163
5794,ant-strong_mut-weak,2,0.083333333,9163
5795,ant-weak_mut-absent,3,0.125,9163
5796,ant-weak_mut-weak,2,0.083333333,9163
5797,ant-absent_mut-absent,3,0.125,9162
5798,ant-absent_mut-weak,1,0.041666667,9162
5799,ant-strong_mut-absent,12,0.5,9162
5800,ant-strong_mut-weak,3,0.125,9162
5801,ant-weak_mut-absent,2,0.083333333,9162
5802,ant-weak_mut-strong,2,0.083333333,9162
5803,ant-weak_mut-weak,1,0.041666667,9162
5804,ant-absent_mut-absent,2,0.083333333,9161
5805,ant-strong_mut-absent,10,0.416666667,9161
5806,ant-strong_mut-strong,1,0.041666667,9161
5807,ant-strong_mut-weak,2,0.083333333,9161
5808,ant-weak_mut-absent,5,0.208333333,9161
5809,ant-weak_mut-strong,1,0.041666667,9161
5810,ant-weak_mut-weak,3,0.125,9161
5811,ant-absent_mut-absent,2,0.083333333,9160
5812,ant-absent_mut-strong,1,0.041666667,9160
5813,ant-absent_mut-weak,2,0.083333333,9160
5814,ant-strong_mut-absent,12,0.5,9160
5815,ant-strong_mut-strong,1,0.041666667,9160
5816,ant-strong_mut-weak,2,0.083333333,9160
5817,ant-weak_mut-absent,3,0.125,9160
5818,ant-weak_mut-weak,1,0.041666667,9160
5819,ant-absent_mut-absent,2,0.083333333,9159
5820,ant-absent_mut-weak,2,0.083333333,9159
5821,ant-strong_mut-absent,11,0.458333333,9159
5822,ant-strong_mut-strong,1,0.041666667,9159
5823,ant-strong_mut-weak,3,0.125,9159
5824,ant-weak_mut-absent,3,0.125,9159
5825,ant-weak_mut-strong,1,0.041666667,9159
5826,ant-weak_mut-weak,1,0.041666667,9159
5827,ant-absent_mut-absent,3,0.125,9158
5828,ant-absent_mut-strong,1,0.041666667,9158
5829,ant-absent_mut-weak,1,0.041666667,9158
5830,ant-strong_mut-absent,11,0.458333333,9158
5831,ant-strong_mut-strong,1,0.041666667,9158
5832,ant-strong_mut-weak,4,0.166666667,9158
5833,ant-weak_mut-absent,2,0.083333333,9158
5834,ant-weak_mut-weak,1,0.041666667,9158
5835,ant-absent_mut-absent,2,0.083333333,9157
5836,ant-absent_mut-weak,1,0.041666667,9157
5837,ant-strong_mut-absent,11,0.458333333,9157
5838,ant-strong_mut-strong,2,0.083333333,9157
5839,ant-strong_mut-weak,4,0.166666667,9157
5840,ant-weak_mut-absent,3,0.125,9157
5841,ant-weak_mut-weak,1,0.041666667,9157
5842,ant-absent_mut-absent,2,0.083333333,9156
5843,ant-absent_mut-weak,1,0.041666667,9156
5844,ant-strong_mut-absent,12,0.5,9156
5845,ant-strong_mut-weak,2,0.083333333,9156
5846,ant-weak_mut-absent,4,0.166666667,9156
5847,ant-weak_mut-strong,2,0.083333333,9156
5848,ant-weak_mut-weak,1,0.041666667,9156
5849,ant-absent_mut-absent,3,0.125,9155
5850,ant-absent_mut-strong,1,0.041666667,9155
5851,ant-strong_mut-absent,10,0.416666667,9155
5852,ant-strong_mut-strong,1,0.041666667,9155
5853,ant-strong_mut-weak,4,0.166666667,9155
5854,ant-weak_mut-absent,5,0.208333333,9155
5855,ant-absent_mut-absent,3,0.125,9154
5856,ant-strong_mut-absent,10,0.416666667,9154
5857,ant-strong_mut-strong,2,0.083333333,9154
5858,ant-strong_mut-weak,4,0.166666667,9154
5859,ant-weak_mut-absent,3,0.125,9154
5860,ant-weak_mut-weak,2,0.083333333,9154
5861,ant-absent_mut-absent,1,0.041666667,9153
5862,ant-absent_mut-weak,1,0.041666667,9153
5863,ant-strong_mut-absent,12,0.5,9153
5864,ant-strong_mut-strong,1,0.041666667,9153
5865,ant-strong_mut-weak,3,0.125,9153
5866,ant-weak_mut-absent,3,0.125,9153
5867,ant-weak_mut-strong,1,0.041666667,9153
5868,ant-weak_mut-weak,2,0.083333333,9153
5869,ant-absent_mut-absent,1,0.041666667,9152
5870,ant-absent_mut-strong,1,0.041666667,9152
5871,ant-absent_mut-weak,2,0.083333333,9152
5872,ant-strong_mut-absent,10,0.416666667,9152
5873,ant-strong_mut-strong,1,0.041666667,9152
5874,ant-strong_mut-weak,2,0.083333333,9152
5875,ant-weak_mut-absent,5,0.208333333,9152
5876,ant-weak_mut-weak,2,0.083333333,9152
5877,ant-absent_mut-absent,3,0.125,9151
5878,ant-absent_mut-weak,1,0.041666667,9151
5879,ant-strong_mut-absent,10,0.416666667,9151
5880,ant-strong_mut-weak,5,0.208333333,9151
5881,ant-weak_mut-absent,3,0.125,9151
5882,ant-weak_mut-strong,2,0.083333333,9151
5883,ant-absent_mut-absent,2,0.083333333,9150
5884,ant-absent_mut-strong,1,0.041666667,9150
5885,ant-absent_mut-weak,1,0.041666667,9150
5886,ant-strong_mut-absent,9,0.375,9150
5887,ant-strong_mut-strong,1,0.041666667,9150
5888,ant-strong_mut-weak,4,0.166666667,9150
5889,ant-weak_mut-absent,5,0.208333333,9150
5890,ant-weak_mut-weak,1,0.041666667,9150
5891,ant-absent_mut-absent,2,0.083333333,9149
5892,ant-absent_mut-weak,1,0.041666667,9149
5893,ant-strong_mut-absent,10,0.416666667,9149
5894,ant-strong_mut-strong,2,0.083333333,9149
5895,ant-strong_mut-weak,3,0.125,9149
5896,ant-weak_mut-absent,5,0.208333333,9149
5897,ant-weak_mut-weak,1,0.041666667,9149
5898,ant-absent_mut-absent,2,0.083333333,9148
5899,ant-absent_mut-weak,1,0.041666667,9148
5900,ant-strong_mut-absent,11,0.458333333,9148
5901,ant-strong_mut-strong,1,0.041666667,9148
5902,ant-strong_mut-weak,4,0.166666667,9148
5903,ant-weak_mut-absent,4,0.166666667,9148
5904,ant-weak_mut-strong,1,0.041666667,9148
5905,ant-absent_mut-absent,3,0.125,9147
5906,ant-absent_mut-weak,2,0.083333333,9147
5907,ant-strong_mut-absent,9,0.375,9147
5908,ant-strong_mut-strong,2,0.083333333,9147
5909,ant-strong_mut-weak,3,0.125,9147
5910,ant-weak_mut-absent,4,0.166666667,9147
5911,ant-weak_mut-weak,1,0.041666667,9147
5912,ant-absent_mut-absent,3,0.125,9146
5913,ant-strong_mut-absent,9,0.375,9146
5914,ant-strong_mut-strong,1,0.041666667,9146
5915,ant-strong_mut-weak,5,0.208333333,9146
5916,ant-weak_mut-absent,5,0.208333333,9146
5917,ant-weak_mut-strong,1,0.041666667,9146
5918,ant-absent_mut-absent,2,0.083333333,9145
5919,ant-absent_mut-weak,1,0.041666667,9145
5920,ant-strong_mut-absent,12,0.5,9145
5921,ant-strong_mut-strong,2,0.083333333,9145
5922,ant-strong_mut-weak,1,0.041666667,9145
5923,ant-weak_mut-absent,4,0.166666667,9145
5924,ant-weak_mut-weak,2,0.083333333,9145
5925,ant-absent_mut-absent,3,0.125,9144
5926,ant-strong_mut-absent,9,0.375,9144
5927,ant-strong_mut-weak,4,0.166666667,9144
5928,ant-weak_mut-absent,4,0.166666667,9144
5929,ant-weak_mut-strong,2,0.083333333,9144
5930,ant-weak_mut-weak,2,0.083333333,9144
5931,ant-absent_mut-absent,2,0.083333333,9143
5932,ant-strong_mut-absent,11,0.458333333,9143
5933,ant-strong_mut-strong,2,0.083333333,9143
5934,ant-strong_mut-weak,2,0.083333333,9143
5935,ant-weak_mut-absent,4,0.166666667,9143
5936,ant-weak_mut-weak,3,0.125,9143
5937,ant-absent_mut-absent,3,0.125,9142
5938,ant-strong_mut-absent,13,0.541666667,9142
5939,ant-strong_mut-weak,2,0.083333333,9142
5940,ant-weak_mut-absent,3,0.125,9142
5941,ant-weak_mut-strong,2,0.083333333,9142
5942,ant-weak_mut-weak,1,0.041666667,9142
5943,ant-absent_mut-absent,3,0.125,9141
5944,ant-strong_mut-absent,10,0.416666667,9141
5945,ant-strong_mut-strong,1,0.041666667,9141
5946,ant-strong_mut-weak,4,0.166666667,9141
5947,ant-weak_mut-absent,4,0.166666667,9141
5948,ant-weak_mut-strong,1,0.041666667,9141
5949,ant-weak_mut-weak,1,0.041666667,9141
5950,ant-absent_mut-absent,2,0.083333333,9140
5951,ant-absent_mut-weak,2,0.083333333,9140
5952,ant-strong_mut-absent,10,0.416666667,9140
5953,ant-strong_mut-strong,2,0.083333333,9140
5954,ant-strong_mut-weak,3,0.125,9140
5955,ant-weak_mut-absent,5,0.208333333,9140
5956,ant-absent_mut-absent,3,0.125,9139
5957,ant-absent_mut-weak,1,0.041666667,9139
5958,ant-strong_mut-absent,11,0.458333333,9139
5959,ant-strong_mut-strong,1,0.041666667,9139
5960,ant-strong_mut-weak,2,0.083333333,9139
5961,ant-weak_mut-absent,4,0.166666667,9139
5962,ant-weak_mut-strong,1,0.041666667,9139
5963,ant-weak_mut-weak,1,0.041666667,9139
5964,ant-absent_mut-absent,3,0.125,9138
5965,ant-absent_mut-weak,2,0.083333333,9138
5966,ant-strong_mut-absent,8,0.333333333,9138
5967,ant-strong_mut-strong,2,0.083333333,9138
5968,ant-strong_mut-weak,3,0.125,9138
5969,ant-weak_mut-absent,6,0.25,9138
5970,ant-absent_mut-absent,4,0.166666667,9137
5971,ant-absent_mut-weak,2,0.083333333,9137
5972,ant-strong_mut-absent,9,0.375,9137
5973,ant-strong_mut-strong,1,0.041666667,9137
5974,ant-strong_mut-weak,3,0.125,9137
5975,ant-weak_mut-absent,4,0.166666667,9137
5976,ant-weak_mut-strong,1,0.041666667,9137
5977,ant-absent_mut-absent,3,0.125,9136
5978,ant-absent_mut-strong,1,0.041666667,9136
5979,ant-absent_mut-weak,2,0.083333333,9136
5980,ant-strong_mut-absent,13,0.541666667,9136
5981,ant-strong_mut-strong,1,0.041666667,9136
5982,ant-strong_mut-weak,2,0.083333333,9136
5983,ant-weak_mut-absent,1,0.041666667,9136
5984,ant-weak_mut-weak,1,0.041666667,9136
5985,ant-absent_mut-absent,3,0.125,9135
5986,ant-strong_mut-absent,10,0.416666667,9135
5987,ant-strong_mut-strong,1,0.041666667,9135
5988,ant-strong_mut-weak,5,0.208333333,9135
5989,ant-weak_mut-absent,3,0.125,9135
5990,ant-weak_mut-strong,1,0.041666667,9135
5991,ant-weak_mut-weak,1,0.041666667,9135
5992,ant-absent_mut-absent,1,0.041666667,9134
5993,ant-strong_mut-absent,10,0.416666667,9134
5994,ant-strong_mut-strong,1,0.041666667,9134
5995,ant-strong_mut-weak,4,0.166666667,9134
5996,ant-weak_mut-absent,6,0.25,9134
5997,ant-weak_mut-strong,1,0.041666667,9134
5998,ant-weak_mut-weak,1,0.041666667,9134
5999,ant-absent_mut-absent,3,0.125,9133
6000,ant-absent_mut-weak,2,0.083333333,9133
6001,ant-strong_mut-absent,10,0.416666667,9133
6002,ant-strong_mut-strong,2,0.083333333,9133
6003,ant-strong_mut-weak,2,0.083333333,9133
6004,ant-weak_mut-absent,4,0.166666667,9133
6005,ant-weak_mut-weak,1,0.041666667,9133
6006,ant-absent_mut-absent,4,0.166666667,9132
6007,ant-absent_mut-strong,1,0.041666667,9132
6008,ant-strong_mut-absent,8,0.333333333,9132
6009,ant-strong_mut-strong,1,0.041666667,9132
6010,ant-strong_mut-weak,5,0.208333333,9132
6011,ant-weak_mut-absent,5,0.208333333,9132
6012,ant-absent_mut-absent,1,0.041666667,9131
6013,ant-absent_mut-strong,1,0.041666667,9131
6014,ant-absent_mut-weak,1,0.041666667,9131
6015,ant-strong_mut-absent,11,0.458333333,9131
6016,ant-strong_mut-strong,1,0.041666667,9131
6017,ant-strong_mut-weak,2,0.083333333,9131
6018,ant-weak_mut-absent,4,0.166666667,9131
6019,ant-weak_mut-weak,3,0.125,9131
6020,ant-absent_mut-absent,3,0.125,9130
6021,ant-strong_mut-absent,8,0.333333333,9130
6022,ant-strong_mut-strong,2,0.083333333,9130
6023,ant-strong_mut-weak,3,0.125,9130
6024,ant-weak_mut-absent,6,0.25,9130
6025,ant-weak_mut-weak,2,0.083333333,9130
6026,ant-absent_mut-absent,2,0.083333333,9129
6027,ant-absent_mut-weak,1,0.041666667,9129
6028,ant-strong_mut-absent,11,0.458333333,9129
6029,ant-strong_mut-strong,2,0.083333333,9129
