"","iteration","Absent","Mutualism_Antagonism","StrongW_Antagonism","StrongW_Mutualism"
"2734","3458",13,9,26,22
"2735","3459",15,9,25,21
"2736","346",14,11,26,19
"2737","3460",20,7,27,16
"2738","3461",18,8,24,20
"2739","3462",17,13,23,17
"2740","3463",12,12,27,19
"2741","3464",19,9,24,18
"2742","3465",18,10,24,18
"2743","3466",12,7,27,24
"2744","3467",18,10,25,17
"2745","3468",17,13,21,19
"2746","3469",12,10,24,24
"2747","347",12,10,24,24
"2748","3470",15,9,25,21
"2749","3471",11,6,28,25
"2750","3472",18,10,25,17
"2751","3473",16,11,23,20
"2752","3474",17,12,25,16
"2753","3475",16,12,22,20
"2754","3476",14,7,26,23
"2755","3477",18,10,25,17
"2756","3478",15,8,28,19
"2757","3479",14,5,27,24
"2758","348",15,11,23,21
"2759","3480",15,8,28,19
"2760","3481",15,11,27,17
"2761","3482",16,9,27,18
"2762","3483",13,10,24,23
"2763","3484",18,9,25,18
"2764","3485",18,9,23,20
"2765","3486",16,12,23,19
"2766","3487",14,5,28,23
"2767","3488",15,11,24,20
"2768","3489",15,10,24,21
"2769","349",16,7,26,21
"2770","3490",10,5,34,21
"2771","3491",13,11,26,20
"2772","3492",13,6,26,25
"2773","3493",12,5,29,24
"2774","3494",18,13,23,16
"2775","3495",16,12,24,18
"2776","3496",14,13,23,20
"2777","3497",18,15,19,18
"2778","3498",16,9,27,18
"2779","3499",13,9,26,22
"2780","35",17,8,25,20
"2781","350",16,9,27,18
"2782","3500",10,9,26,25
"2783","3501",13,7,29,21
"2784","3502",13,7,30,20
"2785","3503",13,8,29,20
"2786","3504",17,13,22,18
"2787","3505",16,11,24,19
"2788","3506",17,14,22,17
"2789","3507",13,12,24,21
"2790","3508",17,7,24,22
"2791","3509",15,7,29,19
"2792","351",16,9,26,19
"2793","3510",15,11,24,20
"2794","3511",17,12,21,20
"2795","3512",15,11,27,17
"2796","3513",21,13,24,12
"2797","3514",18,8,29,15
"2798","3515",13,7,28,22
"2799","3516",15,13,22,20
"2800","3517",17,8,28,17
"2801","3518",15,9,25,21
"2802","3519",19,12,22,17
"2803","352",10,8,30,22
"2804","3520",15,9,26,20
"2805","3521",15,5,29,21
"2806","3522",13,6,28,23
"2807","3523",14,9,27,20
"2808","3524",15,7,28,20
"2809","3525",15,9,26,20
"2810","3526",19,10,23,18
"2811","3527",13,11,27,19
"2812","3528",16,12,25,17
"2813","3529",11,7,29,23
"2814","353",16,9,26,19
"2815","3530",10,12,25,23
"2816","3531",11,11,27,21
"2817","3532",14,9,26,21
"2818","3533",14,11,24,21
"2819","3534",16,9,25,20
"2820","3535",15,8,29,18
"2821","3536",17,10,26,17
"2822","3537",14,11,27,18
"2823","3538",11,11,26,22
"2824","3539",15,9,26,20
"2825","354",19,11,21,19
"2826","3540",19,13,21,17
"2827","3541",16,12,24,18
"2828","3542",15,13,25,17
"2829","3543",16,10,23,21
"2830","3544",18,10,25,17
"2831","3545",14,10,27,19
"2832","3546",13,8,29,20
"2833","3547",15,7,27,21
"2834","3548",16,7,26,21
"2835","3549",17,8,27,18
"2836","355",16,9,27,18
"2837","3550",14,10,27,19
"2838","3551",17,14,24,15
"2839","3552",13,8,28,21
"2840","3553",14,13,23,20
"2841","3554",12,6,30,22
"2842","3555",16,11,23,20
"2843","3556",17,11,24,18
"2844","3557",16,9,25,20
"2845","3558",15,10,26,19
"2846","3559",18,10,27,15
"2847","356",13,10,27,20
"2848","3560",12,9,26,23
"2849","3561",16,11,24,19
"2850","3562",18,10,23,19
"2851","3563",12,9,26,23
"2852","3564",13,6,29,22
"2853","3565",15,10,24,21
"2854","3566",18,7,24,21
"2855","3567",15,7,24,24
"2856","3568",18,10,24,18
"2857","3569",20,12,22,16
"2858","357",16,11,26,17
"2859","3570",14,7,28,21
"2860","3571",15,7,29,19
"2861","3572",11,4,30,25
"2862","3573",13,11,24,22
"2863","3574",16,15,22,17
"2864","3575",13,6,27,24
"2865","3576",15,5,27,23
"2866","3577",19,11,25,15
"2867","3578",11,10,26,23
"2868","3579",15,12,21,22
"2869","358",17,9,26,18
"2870","3580",17,13,23,17
"2871","3581",14,11,26,19
"2872","3582",22,13,21,14
"2873","3583",16,8,25,21
"2874","3584",13,4,30,23
"2875","3585",11,10,27,22
"2876","3586",14,10,26,20
"2877","3587",16,7,28,19
"2878","3588",13,13,24,20
"2879","3589",14,2,31,23
"2880","359",21,8,25,16
"2881","3590",16,13,22,19
"2882","3591",16,6,28,20
"2883","3592",15,6,27,22
"2884","3593",16,11,25,18
"2885","3594",13,8,28,21
"2886","3595",18,7,24,21
"2887","3596",16,10,24,20
"2888","3597",13,8,25,24
"2889","3598",18,7,28,17
"2890","3599",17,9,26,18
"2891","36",11,4,29,26
"2892","360",20,13,20,17
"2893","3600",15,10,26,19
"2894","3601",17,9,25,19
"2895","3602",16,7,28,19
"2896","3603",12,5,29,24
"2897","3604",17,8,25,20
"2898","3605",15,10,25,20
"2899","3606",16,8,29,17
"2900","3607",18,8,27,17
"2901","3608",18,13,21,18
"2902","3609",11,10,28,21
"2903","361",16,11,24,19
"2904","3610",17,12,24,17
"2905","3611",14,11,27,18
"2906","3612",19,11,25,15
"2907","3613",18,8,26,18
"2908","3614",17,7,26,20
"2909","3615",12,12,28,18
"2910","3616",18,10,25,17
"2911","3617",16,9,27,18
"2912","3618",13,9,28,20
"2913","3619",17,8,26,19
"2914","362",16,7,26,21
"2915","3620",14,10,24,22
"2916","3621",18,10,27,15
"2917","3622",17,8,27,18
"2918","3623",15,7,27,21
"2919","3624",10,7,29,24
"2920","3625",12,10,27,21
"2921","3626",16,9,25,20
"2922","3627",17,9,26,18
"2923","3628",11,6,32,21
"2924","3629",15,14,23,18
"2925","363",16,11,24,19
"2926","3630",12,10,26,22
"2927","3631",16,8,26,20
"2928","3632",18,10,24,18
"2929","3633",16,9,27,18
"2930","3634",11,6,30,23
"2931","3635",14,8,28,20
"2932","3636",18,7,25,20
"2933","3637",15,9,25,21
"2934","3638",22,10,22,16
"2935","3639",11,9,25,25
"2936","364",17,10,25,18
"2937","3640",12,9,26,23
"2938","3641",19,13,24,14
"2939","3642",13,4,28,25
"2940","3643",19,9,24,18
"2941","3644",19,7,25,19
"2942","3645",18,11,25,16
"2943","3646",14,9,26,21
"2944","3647",14,7,27,22
"2945","3648",16,6,26,22
"2946","3649",20,12,23,15
"2947","365",14,9,28,19
"2948","3650",14,10,27,19
"2949","3651",16,8,27,19
"2950","3652",13,6,28,23
"2951","3653",17,10,26,17
"2952","3654",15,10,26,19
"2953","3655",13,9,25,23
"2954","3656",13,9,24,24
"2955","3657",18,8,27,17
"2956","3658",15,5,29,21
"2957","3659",17,12,24,17
"2958","366",14,10,26,20
"2959","3660",17,13,23,17
"2960","3661",15,9,28,18
"2961","3662",18,9,25,18
"2962","3663",18,13,23,16
"2963","3664",16,12,22,20
"2964","3665",17,14,23,16
"2965","3666",16,9,25,20
"2966","3667",12,10,26,22
"2967","3668",17,9,24,20
"2968","3669",17,14,22,17
"2969","367",17,8,26,19
"2970","3670",18,11,27,14
"2971","3671",12,4,32,22
"2972","3672",13,10,24,23
"2973","3673",14,10,26,20
"2974","3674",18,10,25,17
"2975","3675",18,5,27,20
"2976","3676",15,10,26,19
"2977","3677",18,12,24,16
"2978","3678",16,9,24,21
"2979","3679",15,12,25,18
"2980","368",12,12,27,19
"2981","3680",11,7,29,23
"2982","3681",13,8,26,23
"2983","3682",15,9,27,19
"2984","3683",15,7,26,22
"2985","3684",12,9,25,24
"2986","3685",18,10,24,18
"2987","3686",17,11,24,18
"2988","3687",14,11,24,21
"2989","3688",16,13,23,18
"2990","3689",12,7,26,25
"2991","369",16,7,28,19
"2992","3690",16,6,26,22
"2993","3691",13,10,25,22
"2994","3692",19,12,21,18
"2995","3693",18,8,25,19
"2996","3694",14,8,26,22
"2997","3695",18,9,26,17
"2998","3696",18,13,22,17
"2999","3697",12,7,27,24
"3000","3698",15,7,27,21
"3001","3699",12,9,27,22
"3002","37",12,13,26,19
"3003","370",12,8,28,22
"3004","3700",14,11,24,21
"3005","3701",14,6,29,21
"3006","3702",10,7,29,24
"3007","3703",14,11,26,19
"3008","3704",15,11,26,18
"3009","3705",14,8,27,21
"3010","3706",14,12,24,20
"3011","3707",17,7,26,20
"3012","3708",15,8,24,23
"3013","3709",15,12,22,21
"3014","371",16,12,24,18
"3015","3710",16,9,26,19
"3016","3711",18,12,22,18
"3017","3712",16,9,28,17
"3018","3713",11,7,27,25
"3019","3714",19,9,27,15
"3020","3715",17,12,24,17
"3021","3716",11,9,24,26
"3022","3717",17,6,25,22
"3023","3718",15,9,26,20
"3024","3719",13,3,30,24
"3025","372",20,10,25,15
"3026","3720",13,8,29,20
"3027","3721",16,8,26,20
"3028","3722",17,11,24,18
"3029","3723",17,10,25,18
"3030","3724",17,8,25,20
"3031","3725",17,8,27,18
"3032","3726",10,9,28,23
"3033","3727",19,10,23,18
"3034","3728",15,5,28,22
"3035","3729",21,11,24,14
"3036","373",14,10,26,20
"3037","3730",14,10,27,19
"3038","3731",10,7,26,27
"3039","3732",17,11,22,20
"3040","3733",17,7,26,20
"3041","3734",16,10,27,17
"3042","3735",16,8,25,21
"3043","3736",16,10,24,20
"3044","3737",14,11,25,20
"3045","3738",21,12,23,14
"3046","3739",16,8,28,18
"3047","374",13,8,27,22
"3048","3740",18,9,24,19
"3049","3741",19,10,23,18
"3050","3742",19,5,27,19
"3051","3743",17,10,24,19
"3052","3744",16,10,25,19
"3053","3745",15,7,28,20
"3054","3746",15,9,26,20
"3055","3747",19,14,24,13
"3056","3748",13,8,25,24
"3057","3749",12,6,28,24
"3058","375",12,12,23,23
"3059","3750",20,7,27,16
"3060","3751",10,6,29,25
"3061","3752",16,6,26,22
"3062","3753",20,8,26,16
"3063","3754",15,12,22,21
"3064","3755",13,9,26,22
"3065","3756",15,10,25,20
"3066","3757",18,10,24,18
"3067","3758",16,10,25,19
"3068","3759",15,8,24,23
"3069","376",13,10,26,21
"3070","3760",16,10,23,21
"3071","3761",13,9,27,21
"3072","3762",14,8,26,22
"3073","3763",18,7,30,15
"3074","3764",13,9,26,22
"3075","3765",15,12,23,20
"3076","3766",18,8,24,20
"3077","3767",17,6,29,18
"3078","3768",19,13,20,18
"3079","3769",16,10,25,19
"3080","377",15,8,25,22
"3081","3770",21,8,27,14
"3082","3771",16,8,27,19
"3083","3772",19,9,22,20
"3084","3773",16,10,25,19
"3085","3774",13,10,27,20
"3086","3775",13,8,26,23
"3087","3776",16,11,23,20
"3088","3777",17,9,24,20
"3089","3778",16,8,26,20
"3090","3779",14,6,28,22
"3091","378",16,12,24,18
"3092","3780",15,9,26,20
"3093","3781",15,8,28,19
"3094","3782",15,5,28,22
"3095","3783",16,10,26,18
"3096","3784",15,10,27,18
"3097","3785",13,7,25,25
"3098","3786",16,4,27,23
"3099","3787",16,9,25,20
"3100","3788",17,12,24,17
"3101","3789",15,6,26,23
"3102","379",13,6,30,21
"3103","3790",13,9,27,21
"3104","3791",12,8,26,24
"3105","3792",16,5,27,22
"3106","3793",14,8,27,21
"3107","3794",16,11,25,18
"3108","3795",13,10,26,21
"3109","3796",18,7,25,20
"3110","3797",16,9,26,19
"3111","3798",14,8,27,21
"3112","3799",16,10,22,22
"3113","38",17,7,28,18
"3114","380",16,11,24,19
"3115","3800",16,9,27,18
"3116","3801",18,12,24,16
"3117","3802",14,8,25,23
"3118","3803",15,10,24,21
"3119","3804",11,6,32,21
"3120","3805",14,7,27,22
"3121","3806",12,10,25,23
"3122","3807",15,7,27,21
"3123","3808",11,4,30,25
"3124","3809",13,12,23,22
"3125","381",15,6,27,22
"3126","3810",17,10,23,20
"3127","3811",18,12,23,17
"3128","3812",14,11,26,19
"3129","3813",18,7,27,18
"3130","3814",18,12,24,16
"3131","3815",15,7,27,21
"3132","3816",14,12,23,21
"3133","3817",17,16,20,17
"3134","3818",20,10,22,18
"3135","3819",18,13,21,18
"3136","382",18,6,26,20
"3137","3820",15,10,23,22
"3138","3821",14,11,25,20
"3139","3822",14,7,29,20
"3140","3823",14,15,22,19
"3141","3824",14,13,25,18
"3142","3825",14,6,29,21
"3143","3826",15,14,25,16
"3144","3827",17,14,22,17
"3145","3828",14,10,24,22
"3146","3829",13,4,31,22
"3147","383",14,15,22,19
"3148","3830",14,6,31,19
"3149","3831",17,11,21,21
"3150","3832",15,9,25,21
"3151","3833",15,10,27,18
"3152","3834",16,14,20,20
"3153","3835",12,10,26,22
"3154","3836",18,13,22,17
"3155","3837",18,8,28,16
"3156","3838",15,11,25,19
"3157","3839",14,11,21,24
"3158","384",15,12,24,19
"3159","3840",17,11,26,16
"3160","3841",19,12,21,18
"3161","3842",15,8,26,21
"3162","3843",16,7,28,19
"3163","3844",15,14,22,19
"3164","3845",16,12,22,20
"3165","3846",17,9,25,19
"3166","3847",12,7,28,23
"3167","3848",15,12,22,21
"3168","3849",18,8,25,19
"3169","385",14,8,28,20
"3170","3850",15,11,23,21
"3171","3851",14,10,26,20
"3172","3852",14,5,30,21
"3173","3853",15,12,23,20
"3174","3854",14,4,30,22
"3175","3855",18,12,24,16
"3176","3856",13,7,26,24
"3177","3857",15,11,25,19
"3178","3858",14,8,27,21
"3179","3859",17,11,25,17
"3180","386",15,9,29,17
"3181","3860",17,9,25,19
"3182","3861",14,11,27,18
"3183","3862",15,8,29,18
"3184","3863",17,13,23,17
"3185","3864",12,5,26,27
"3186","3865",17,11,24,18
"3187","3866",14,8,29,19
"3188","3867",19,10,24,17
"3189","3868",15,9,26,20
"3190","3869",14,10,26,20
"3191","387",15,9,26,20
"3192","3870",17,7,27,19
"3193","3871",14,11,27,18
"3194","3872",14,7,26,23
"3195","3873",14,7,28,21
"3196","3874",19,10,23,18
"3197","3875",16,6,25,23
"3198","3876",10,5,30,25
"3199","3877",13,11,25,21
"3200","3878",15,11,25,19
"3201","3879",17,9,26,18
"3202","388",10,7,28,25
"3203","3880",16,5,31,18
"3204","3881",11,9,28,22
"3205","3882",13,9,25,23
"3206","3883",13,6,27,24
"3207","3884",15,10,27,18
"3208","3885",15,8,27,20
"3209","3886",17,6,25,22
"3210","3887",13,9,25,23
"3211","3888",14,6,33,17
"3212","3889",18,7,26,19
"3213","389",15,11,27,17
"3214","3890",10,7,27,26
"3215","3891",16,13,22,19
"3216","3892",12,8,27,23
"3217","3893",16,9,27,18
"3218","3894",16,8,26,20
"3219","3895",11,9,32,18
"3220","3896",15,10,25,20
"3221","3897",18,11,25,16
"3222","3898",15,11,27,17
"3223","3899",17,7,25,21
"3224","39",16,9,24,21
"3225","390",15,13,24,18
"3226","3900",12,6,26,26
"3227","3901",17,6,22,25
"3228","3902",11,9,29,21
"3229","3903",13,8,29,20
"3230","3904",16,6,25,23
"3231","3905",11,6,28,25
"3232","3906",15,11,28,16
"3233","3907",13,7,29,21
"3234","3908",14,7,25,24
"3235","3909",15,10,27,18
"3236","391",19,13,22,16
"3237","3910",14,6,27,23
"3238","3911",15,13,23,19
"3239","3912",17,15,22,16
"3240","3913",19,11,22,18
"3241","3914",15,11,24,20
"3242","3915",20,12,20,18
"3243","3916",15,10,25,20
"3244","3917",17,10,26,17
"3245","3918",16,15,20,19
"3246","3919",20,13,22,15
"3247","392",12,8,26,24
"3248","3920",13,8,30,19
"3249","3921",16,10,24,20
"3250","3922",10,7,30,23
"3251","3923",17,7,24,22
"3252","3924",15,10,24,21
"3253","3925",18,8,27,17
"3254","3926",14,9,27,20
"3255","3927",14,8,29,19
"3256","3928",17,10,25,18
"3257","3929",14,8,27,21
"3258","393",14,9,26,21
"3259","3930",18,9,24,19
"3260","3931",15,9,27,19
"3261","3932",14,10,27,19
"3262","3933",14,9,27,20
"3263","3934",17,11,25,17
"3264","3935",16,10,23,21
"3265","3936",11,10,27,22
"3266","3937",16,13,22,19
"3267","3938",18,9,26,17
"3268","3939",16,13,23,18
"3269","394",14,11,25,20
"3270","3940",14,9,25,22
"3271","3941",19,10,25,16
"3272","3942",15,7,29,19
"3273","3943",16,7,28,19
"3274","3944",14,12,25,19
"3275","3945",18,12,25,15
"3276","3946",17,8,23,22
"3277","3947",16,11,24,19
"3278","3948",17,14,23,16
"3279","3949",19,11,22,18
"3280","395",18,9,27,16
"3281","3950",16,11,25,18
"3282","3951",13,9,27,21
"3283","3952",15,6,25,24
"3284","3953",13,11,25,21
"3285","3954",15,5,30,20
"3286","3955",15,6,30,19
"3287","3956",17,7,25,21
"3288","3957",17,5,27,21
"3289","3958",16,9,25,20
"3290","3959",15,13,23,19
"3291","396",14,12,24,20
"3292","3960",12,7,29,22
"3293","3961",18,11,26,15
"3294","3962",15,10,26,19
"3295","3963",14,13,22,21
"3296","3964",17,14,23,16
"3297","3965",15,9,25,21
"3298","3966",14,7,29,20
"3299","3967",11,5,28,26
"3300","3968",14,8,30,18
"3301","3969",17,9,23,21
"3302","397",13,8,27,22
"3303","3970",17,9,24,20
"3304","3971",17,8,28,17
"3305","3972",21,8,24,17
"3306","3973",9,8,29,24
"3307","3974",19,9,24,18
"3308","3975",15,10,24,21
"3309","3976",9,7,31,23
"3310","3977",18,9,23,20
"3311","3978",15,9,26,20
"3312","3979",20,13,21,16
"3313","398",12,8,27,23
"3314","3980",15,10,24,21
"3315","3981",15,10,23,22
"3316","3982",11,12,25,22
"3317","3983",15,13,25,17
"3318","3984",13,11,24,22
"3319","3985",15,10,23,22
"3320","3986",13,10,26,21
"3321","3987",14,12,23,21
"3322","3988",16,4,29,21
"3323","3989",15,4,30,21
"3324","399",16,8,27,19
"3325","3990",19,10,25,16
"3326","3991",16,10,25,19
"3327","3992",16,12,21,21
"3328","3993",13,9,28,20
"3329","3994",14,10,26,20
"3330","3995",13,11,24,22
"3331","3996",14,7,30,19
"3332","3997",14,10,28,18
"3333","3998",16,12,21,21
"3334","3999",19,8,26,17
"3335","4",13,9,25,23
"3336","40",12,6,28,24
"3337","400",17,8,25,20
"3338","4000",18,15,18,19
"3339","4001",14,8,25,23
"3340","4002",16,4,28,22
"3341","4003",17,8,26,19
"3342","4004",13,13,25,19
"3343","4005",15,8,28,19
"3344","4006",15,8,28,19
"3345","4007",18,9,25,18
"3346","4008",13,10,27,20
"3347","4009",14,11,25,20
"3348","401",20,10,22,18
"3349","4010",14,11,28,17
"3350","4011",19,11,24,16
"3351","4012",10,6,31,23
"3352","4013",16,9,24,21
"3353","4014",12,10,28,20
"3354","4015",13,5,29,23
"3355","4016",14,7,27,22
"3356","4017",17,12,23,18
"3357","4018",22,14,23,11
"3358","4019",14,6,26,24
"3359","402",15,10,22,23
"3360","4020",11,6,30,23
"3361","4021",17,8,27,18
"3362","4022",15,13,24,18
"3363","4023",12,12,24,22
"3364","4024",12,7,25,26
"3365","4025",17,8,27,18
"3366","4026",14,7,29,20
"3367","4027",13,11,23,23
"3368","4028",15,9,27,19
"3369","4029",12,8,27,23
"3370","403",10,5,31,24
"3371","4030",13,10,26,21
"3372","4031",14,11,26,19
"3373","4032",20,12,22,16
"3374","4033",16,10,25,19
"3375","4034",16,13,23,18
"3376","4035",15,12,22,21
"3377","4036",16,12,21,21
"3378","4037",16,8,26,20
"3379","4038",14,9,26,21
"3380","4039",17,11,23,19
"3381","404",15,13,22,20
"3382","4040",15,11,26,18
"3383","4041",13,8,24,25
"3384","4042",16,7,24,23
"3385","4043",14,6,29,21
"3386","4044",15,11,27,17
"3387","4045",14,10,27,19
"3388","4046",13,7,26,24
"3389","4047",15,10,26,19
"3390","4048",17,12,22,19
"3391","4049",16,11,26,17
"3392","405",15,11,23,21
"3393","4050",14,9,25,22
"3394","4051",14,11,27,18
"3395","4052",18,7,27,18
"3396","4053",15,9,26,20
"3397","4054",17,10,24,19
"3398","4055",15,7,26,22
"3399","4056",15,10,25,20
"3400","4057",10,7,28,25
"3401","4058",14,7,28,21
"3402","4059",14,10,25,21
"3403","406",13,8,24,25
"3404","4060",17,10,26,17
"3405","4061",18,4,29,19
"3406","4062",13,10,25,22
"3407","4063",13,8,28,21
"3408","4064",16,8,29,17
"3409","4065",17,4,28,21
"3410","4066",14,6,28,22
"3411","4067",16,12,24,18
"3412","4068",16,7,27,20
"3413","4069",15,8,25,22
"3414","407",18,8,26,18
"3415","4070",12,8,27,23
"3416","4071",15,11,25,19
"3417","4072",16,11,26,17
"3418","4073",19,9,25,17
"3419","4074",17,12,22,19
"3420","4075",15,8,26,21
"3421","4076",13,10,24,23
"3422","4077",13,9,28,20
"3423","4078",19,10,21,20
"3424","4079",15,9,26,20
"3425","408",17,5,31,17
"3426","4080",9,6,29,26
"3427","4081",15,8,29,18
"3428","4082",15,11,25,19
"3429","4083",16,10,26,18
"3430","4084",14,8,29,19
"3431","4085",14,5,31,20
"3432","4086",15,9,28,18
"3433","4087",14,11,23,22
"3434","4088",17,12,23,18
"3435","4089",17,3,28,22
"3436","409",21,14,21,14
"3437","4090",13,10,28,19
"3438","4091",19,7,28,16
"3439","4092",14,8,26,22
"3440","4093",17,10,24,19
"3441","4094",14,8,26,22
"3442","4095",15,9,28,18
"3443","4096",14,11,24,21
"3444","4097",18,10,23,19
"3445","4098",12,8,28,22
"3446","4099",17,9,22,22
"3447","41",14,11,25,20
"3448","410",16,12,22,20
"3449","4100",11,8,29,22
"3450","4101",17,12,25,16
"3451","4102",10,6,32,22
"3452","4103",13,9,26,22
"3453","4104",15,8,26,21
"3454","4105",14,6,27,23
"3455","4106",16,7,26,21
"3456","4107",11,5,30,24
"3457","4108",11,9,27,23
"3458","4109",19,10,26,15
"3459","411",19,10,23,18
"3460","4110",16,8,26,20
"3461","4111",15,10,27,18
"3462","4112",14,8,25,23
"3463","4113",17,10,24,19
"3464","4114",15,11,23,21
"3465","4115",16,10,23,21
"3466","4116",18,8,27,17
"3467","4117",11,6,29,24
"3468","4118",16,10,26,18
"3469","4119",15,10,24,21
"3470","412",14,12,24,20
"3471","4120",10,9,27,24
"3472","4121",18,9,24,19
"3473","4122",14,13,24,19
"3474","4123",11,6,29,24
"3475","4124",14,7,26,23
"3476","4125",16,14,23,17
"3477","4126",19,12,22,17
"3478","4127",11,8,29,22
"3479","4128",10,6,29,25
"3480","4129",16,12,23,19
"3481","413",18,13,20,19
"3482","4130",12,6,30,22
"3483","4131",19,12,23,16
"3484","4132",13,13,24,20
"3485","4133",17,10,26,17
"3486","4134",16,9,30,15
"3487","4135",15,10,27,18
"3488","4136",17,7,27,19
"3489","4137",15,11,26,18
"3490","4138",17,16,21,16
"3491","4139",17,9,24,20
"3492","414",17,9,21,23
"3493","4140",13,6,29,22
"3494","4141",18,8,23,21
"3495","4142",15,7,27,21
"3496","4143",17,10,24,19
"3497","4144",16,8,28,18
"3498","4145",16,10,23,21
"3499","4146",22,11,24,13
"3500","4147",18,10,25,17
"3501","4148",18,8,26,18
"3502","4149",11,8,27,24
"3503","415",18,11,24,17
"3504","4150",16,11,23,20
"3505","4151",18,12,23,17
"3506","4152",18,10,22,20
"3507","4153",18,8,25,19
"3508","4154",13,11,23,23
"3509","4155",10,5,30,25
"3510","4156",11,6,26,27
"3511","4157",14,7,29,20
"3512","4158",17,8,25,20
"3513","4159",18,11,24,17
"3514","416",15,6,23,26
"3515","4160",14,7,28,21
"3516","4161",16,13,24,17
"3517","4162",13,8,28,21
"3518","4163",14,8,27,21
"3519","4164",14,10,27,19
"3520","4165",15,14,24,17
"3521","4166",11,6,30,23
"3522","4167",15,7,26,22
"3523","4168",15,9,27,19
"3524","4169",19,10,23,18
"3525","417",15,8,28,19
"3526","4170",12,10,27,21
"3527","4171",13,10,24,23
"3528","4172",11,9,29,21
"3529","4173",17,9,26,18
"3530","4174",16,9,26,19
"3531","4175",16,10,24,20
"3532","4176",14,9,27,20
"3533","4177",14,9,27,20
"3534","4178",18,12,23,17
"3535","4179",15,13,21,21
"3536","418",16,9,26,19
"3537","4180",17,15,22,16
"3538","4181",13,6,28,23
"3539","4182",17,8,28,17
"3540","4183",13,7,28,22
"3541","4184",16,9,25,20
"3542","4185",15,11,21,23
"3543","4186",13,7,29,21
"3544","4187",16,10,23,21
"3545","4188",16,7,28,19
"3546","4189",12,10,27,21
"3547","419",15,6,29,20
"3548","4190",16,7,25,22
"3549","4191",17,11,24,18
"3550","4192",11,6,29,24
"3551","4193",14,11,23,22
"3552","4194",14,9,27,20
"3553","4195",17,13,23,17
"3554","4196",13,6,26,25
"3555","4197",16,11,27,16
"3556","4198",15,6,28,21
"3557","4199",14,5,30,21
"3558","42",17,8,27,18
"3559","420",16,11,25,18
"3560","4200",16,10,26,18
"3561","4201",13,9,26,22
"3562","4202",15,7,28,20
"3563","4203",12,11,26,21
"3564","4204",19,6,26,19
"3565","4205",16,8,25,21
"3566","4206",13,14,24,19
"3567","4207",17,9,26,18
"3568","4208",17,11,25,17
"3569","4209",18,14,19,19
"3570","421",18,11,22,19
"3571","4210",15,9,25,21
"3572","4211",19,6,26,19
"3573","4212",14,11,27,18
"3574","4213",16,10,27,17
"3575","4214",18,8,27,17
"3576","4215",16,9,27,18
"3577","4216",17,10,28,15
"3578","4217",17,9,26,18
"3579","4218",13,8,26,23
"3580","4219",15,8,26,21
"3581","422",11,8,28,23
"3582","4220",14,8,27,21
"3583","4221",14,3,31,22
"3584","4222",19,10,25,16
"3585","4223",16,12,23,19
"3586","4224",13,9,28,20
"3587","4225",15,8,27,20
"3588","4226",16,11,24,19
"3589","4227",14,9,27,20
"3590","4228",18,8,26,18
"3591","4229",16,4,27,23
"3592","423",13,6,28,23
"3593","4230",16,11,23,20
"3594","4231",13,7,28,22
"3595","4232",15,10,24,21
"3596","4233",13,7,28,22
"3597","4234",17,10,23,20
"3598","4235",11,11,25,23
"3599","4236",14,9,28,19
"3600","4237",14,7,29,20
"3601","4238",18,11,22,19
"3602","4239",18,13,21,18
"3603","424",19,10,26,15
"3604","4240",15,8,26,21
"3605","4241",11,9,25,25
"3606","4242",15,11,24,20
"3607","4243",18,5,25,22
"3608","4244",13,7,28,22
"3609","4245",17,10,26,17
"3610","4246",18,9,26,17
"3611","4247",14,10,23,23
"3612","4248",13,7,28,22
"3613","4249",15,10,25,20
"3614","425",17,14,22,17
"3615","4250",19,13,22,16
"3616","4251",15,10,25,20
"3617","4252",13,6,28,23
"3618","4253",14,10,25,21
"3619","4254",17,7,29,17
"3620","4255",13,9,26,22
"3621","4256",16,13,24,17
"3622","4257",13,7,26,24
"3623","4258",16,7,27,20
"3624","4259",16,10,25,19
"3625","426",13,10,27,20
"3626","4260",17,7,28,18
"3627","4261",19,8,24,19
"3628","4262",13,3,33,21
"3629","4263",14,8,28,20
"3630","4264",10,6,31,23
"3631","4265",16,8,28,18
"3632","4266",20,11,24,15
"3633","4267",17,10,24,19
"3634","4268",16,8,27,19
"3635","4269",19,8,25,18
"3636","427",18,15,18,19
"3637","4270",13,6,28,23
"3638","4271",18,8,25,19
"3639","4272",14,10,24,22
"3640","4273",13,11,27,19
"3641","4274",13,8,29,20
"3642","4275",21,12,22,15
"3643","4276",17,9,25,19
"3644","4277",14,10,27,19
"3645","4278",16,11,23,20
"3646","4279",19,9,26,16
"3647","428",15,14,25,16
"3648","4280",19,13,22,16
"3649","4281",13,11,25,21
"3650","4282",16,12,21,21
"3651","4283",15,5,29,21
"3652","4284",12,4,32,22
"3653","4285",15,4,31,20
"3654","4286",13,9,28,20
"3655","4287",15,10,24,21
"3656","4288",14,7,28,21
"3657","4289",15,10,28,17
"3658","429",20,11,21,18
"3659","4290",14,8,26,22
"3660","4291",15,6,30,19
"3661","4292",22,10,21,17
"3662","4293",12,14,27,17
"3663","4294",16,6,28,20
"3664","4295",18,11,22,19
"3665","4296",14,13,23,20
"3666","4297",14,9,29,18
"3667","4298",15,12,23,20
"3668","4299",17,11,22,20
"3669","43",15,10,26,19
