"","iteration","Absent","Mutualism_Antagonism","StrongW_Antagonism","StrongW_Mutualism"
"5472","5922",18,6,29,17
"5473","5923",18,9,26,17
"5474","5924",14,9,26,21
"5475","5925",13,5,28,24
"5476","5926",15,7,29,19
"5477","5927",14,9,26,21
"5478","5928",13,11,24,22
"5479","5929",16,11,26,17
"5480","593",14,9,27,20
"5481","5930",18,10,27,15
"5482","5931",13,9,25,23
"5483","5932",15,6,28,21
"5484","5933",16,7,25,22
"5485","5934",16,10,26,18
"5486","5935",17,11,23,19
"5487","5936",15,12,24,19
"5488","5937",13,10,27,20
"5489","5938",16,9,28,17
"5490","5939",12,7,31,20
"5491","594",19,9,26,16
"5492","5940",12,9,27,22
"5493","5941",15,14,25,16
"5494","5942",11,9,28,22
"5495","5943",15,9,27,19
"5496","5944",20,12,23,15
"5497","5945",12,9,26,23
"5498","5946",15,11,26,18
"5499","5947",15,11,22,22
"5500","5948",13,8,26,23
"5501","5949",15,9,29,17
"5502","595",11,11,27,21
"5503","5950",17,9,24,20
"5504","5951",16,7,26,21
"5505","5952",16,3,29,22
"5506","5953",10,11,27,22
"5507","5954",12,11,27,20
"5508","5955",17,13,26,14
"5509","5956",16,6,29,19
"5510","5957",12,13,22,23
"5511","5958",13,8,27,22
"5512","5959",17,8,28,17
"5513","596",14,7,29,20
"5514","5960",15,9,25,21
"5515","5961",17,9,25,19
"5516","5962",19,13,23,15
"5517","5963",15,8,26,21
"5518","5964",16,8,28,18
"5519","5965",12,9,27,22
"5520","5966",13,10,23,24
"5521","5967",12,6,31,21
"5522","5968",21,10,24,15
"5523","5969",14,9,26,21
"5524","597",13,5,31,21
"5525","5970",16,11,23,20
"5526","5971",18,11,26,15
"5527","5972",16,11,24,19
"5528","5973",16,12,22,20
"5529","5974",19,9,26,16
"5530","5975",17,11,27,15
"5531","5976",14,7,26,23
"5532","5977",16,9,25,20
"5533","5978",17,13,23,17
"5534","5979",17,9,25,19
"5535","598",17,13,23,17
"5536","5980",16,6,28,20
"5537","5981",12,10,26,22
"5538","5982",22,11,22,15
"5539","5983",19,14,21,16
"5540","5984",13,7,27,23
"5541","5985",15,10,25,20
"5542","5986",16,13,24,17
"5543","5987",16,10,24,20
"5544","5988",18,10,23,19
"5545","5989",16,12,25,17
"5546","599",14,8,27,21
"5547","5990",19,8,26,17
"5548","5991",12,9,27,22
"5549","5992",15,9,27,19
"5550","5993",15,9,27,19
"5551","5994",14,10,22,24
"5552","5995",14,7,25,24
"5553","5996",19,8,22,21
"5554","5997",17,9,23,21
"5555","5998",11,5,31,23
"5556","5999",18,10,21,21
"5557","6",18,12,24,16
"5558","60",11,8,28,23
"5559","600",14,9,27,20
"5560","6000",15,8,27,20
"5561","6001",14,5,29,22
"5562","6002",16,9,25,20
"5563","6003",11,9,29,21
"5564","6004",17,15,22,16
"5565","6005",18,12,22,18
"5566","6006",16,7,28,19
"5567","6007",16,12,24,18
"5568","6008",15,7,28,20
"5569","6009",12,9,25,24
"5570","601",18,8,22,22
"5571","6010",15,12,26,17
"5572","6011",13,11,22,24
"5573","6012",11,5,31,23
"5574","6013",16,8,25,21
"5575","6014",16,12,24,18
"5576","6015",15,7,25,23
"5577","6016",16,10,25,19
"5578","6017",15,8,29,18
"5579","6018",15,11,25,19
"5580","6019",14,8,27,21
"5581","602",17,11,24,18
"5582","6020",17,8,26,19
"5583","6021",17,11,24,18
"5584","6022",17,10,26,17
"5585","6023",15,12,23,20
"5586","6024",19,10,22,19
"5587","6025",19,11,25,15
"5588","6026",14,5,30,21
"5589","6027",19,11,24,16
"5590","6028",15,8,26,21
"5591","6029",16,9,25,20
"5592","603",14,9,28,19
"5593","6030",14,18,22,16
"5594","6031",18,9,27,16
"5595","6032",18,6,26,20
"5596","6033",15,10,26,19
"5597","6034",13,6,28,23
"5598","6035",20,9,23,18
"5599","6036",16,9,25,20
"5600","6037",15,7,27,21
"5601","6038",15,7,27,21
"5602","6039",13,7,31,19
"5603","604",15,14,23,18
"5604","6040",15,10,29,16
"5605","6041",14,6,29,21
"5606","6042",16,4,28,22
"5607","6043",17,9,25,19
"5608","6044",18,10,22,20
"5609","6045",17,13,23,17
"5610","6046",17,10,27,16
"5611","6047",15,12,23,20
"5612","6048",15,13,25,17
"5613","6049",17,11,24,18
"5614","605",11,12,25,22
"5615","6050",17,8,25,20
"5616","6051",17,8,25,20
"5617","6052",13,10,27,20
"5618","6053",16,9,26,19
"5619","6054",19,12,22,17
"5620","6055",13,10,26,21
"5621","6056",17,11,24,18
"5622","6057",13,10,26,21
"5623","6058",16,5,29,20
"5624","6059",16,8,27,19
"5625","606",19,14,22,15
"5626","6060",16,10,24,20
"5627","6061",19,11,25,15
"5628","6062",16,10,27,17
"5629","6063",20,10,24,16
"5630","6064",20,12,21,17
"5631","6065",15,7,30,18
"5632","6066",13,9,28,20
"5633","6067",13,11,25,21
"5634","6068",17,11,25,17
"5635","6069",19,6,28,17
"5636","607",13,8,26,23
"5637","6070",16,5,28,21
"5638","6071",13,9,26,22
"5639","6072",15,6,28,21
"5640","6073",12,12,25,21
"5641","6074",15,6,27,22
"5642","6075",18,9,23,20
"5643","6076",15,9,27,19
"5644","6077",11,10,26,23
"5645","6078",13,11,25,21
"5646","6079",15,9,27,19
"5647","608",18,14,21,17
"5648","6080",12,9,29,20
"5649","6081",14,10,25,21
"5650","6082",14,8,25,23
"5651","6083",15,10,24,21
"5652","6084",12,10,26,22
"5653","6085",14,5,29,22
"5654","6086",14,4,32,20
"5655","6087",15,8,26,21
"5656","6088",13,7,27,23
"5657","6089",16,6,28,20
"5658","609",15,10,25,20
"5659","6090",18,8,27,17
"5660","6091",17,7,28,18
"5661","6092",14,9,23,24
"5662","6093",15,7,25,23
"5663","6094",15,9,26,20
"5664","6095",15,12,23,20
"5665","6096",16,9,25,20
"5666","6097",15,7,28,20
"5667","6098",15,13,22,20
"5668","6099",16,10,24,20
"5669","61",12,10,23,25
"5670","610",19,6,26,19
"5671","6100",14,10,27,19
"5672","6101",17,11,23,19
"5673","6102",16,9,27,18
"5674","6103",16,7,27,20
"5675","6104",16,6,26,22
"5676","6105",13,10,24,23
"5677","6106",15,8,28,19
"5678","6107",16,9,27,18
"5679","6108",14,10,25,21
"5680","6109",15,10,25,20
"5681","611",15,7,30,18
"5682","6110",14,10,25,21
"5683","6111",15,9,23,23
"5684","6112",18,11,21,20
"5685","6113",15,7,27,21
"5686","6114",12,8,29,21
"5687","6115",13,8,28,21
"5688","6116",14,6,29,21
"5689","6117",19,13,21,17
"5690","6118",16,8,26,20
"5691","6119",17,8,23,22
"5692","612",17,9,25,19
"5693","6120",14,13,24,19
"5694","6121",16,10,27,17
"5695","6122",16,9,29,16
"5696","6123",16,13,25,16
"5697","6124",18,10,24,18
"5698","6125",14,9,27,20
"5699","6126",18,12,23,17
"5700","6127",9,10,26,25
"5701","6128",15,7,29,19
"5702","6129",16,11,25,18
"5703","613",20,10,23,17
"5704","6130",15,8,27,20
"5705","6131",15,11,25,19
"5706","6132",20,7,26,17
"5707","6133",12,8,25,25
"5708","6134",12,9,30,19
"5709","6135",15,10,28,17
"5710","6136",20,7,27,16
"5711","6137",13,7,28,22
"5712","6138",17,10,25,18
"5713","6139",16,11,23,20
"5714","614",17,9,26,18
"5715","6140",19,10,23,18
"5716","6141",14,11,23,22
"5717","6142",13,10,25,22
"5718","6143",19,8,24,19
"5719","6144",13,9,26,22
"5720","6145",19,11,24,16
"5721","6146",14,13,23,20
"5722","6147",13,10,26,21
"5723","6148",15,9,25,21
"5724","6149",12,9,25,24
"5725","615",16,9,27,18
"5726","6150",19,15,23,13
"5727","6151",12,8,27,23
"5728","6152",13,8,28,21
"5729","6153",13,6,28,23
"5730","6154",16,11,26,17
"5731","6155",18,5,28,19
"5732","6156",16,7,26,21
"5733","6157",18,10,22,20
"5734","6158",15,7,27,21
"5735","6159",16,6,26,22
"5736","616",11,6,31,22
"5737","6160",11,9,26,24
"5738","6161",20,10,23,17
"5739","6162",17,14,20,19
"5740","6163",15,7,25,23
"5741","6164",13,7,27,23
"5742","6165",15,10,25,20
"5743","6166",16,6,27,21
"5744","6167",10,6,30,24
"5745","6168",18,10,25,17
"5746","6169",14,9,25,22
"5747","617",14,12,25,19
"5748","6170",13,9,25,23
"5749","6171",18,8,26,18
"5750","6172",12,9,27,22
"5751","6173",12,13,25,20
"5752","6174",19,5,26,20
"5753","6175",16,8,28,18
"5754","6176",18,10,25,17
"5755","6177",16,7,26,21
"5756","6178",16,9,25,20
"5757","6179",15,7,24,24
"5758","618",14,10,26,20
"5759","6180",16,12,26,16
"5760","6181",12,9,25,24
"5761","6182",15,15,22,18
"5762","6183",14,10,25,21
"5763","6184",17,9,26,18
"5764","6185",17,15,22,16
"5765","6186",13,7,28,22
"5766","6187",13,9,26,22
"5767","6188",15,10,23,22
"5768","6189",15,13,25,17
"5769","619",13,13,26,18
"5770","6190",13,15,24,18
"5771","6191",16,9,26,19
"5772","6192",13,10,25,22
"5773","6193",14,9,25,22
"5774","6194",19,10,26,15
"5775","6195",17,12,27,14
"5776","6196",16,9,26,19
"5777","6197",15,11,23,21
"5778","6198",17,12,27,14
"5779","6199",21,8,23,18
"5780","62",17,9,27,17
"5781","620",19,14,21,16
"5782","6200",20,10,22,18
"5783","6201",15,9,26,20
"5784","6202",17,10,24,19
"5785","6203",19,9,26,16
"5786","6204",17,9,25,19
"5787","6205",13,8,28,21
"5788","6206",21,12,19,18
"5789","6207",14,13,24,19
"5790","6208",15,6,29,20
"5791","6209",17,12,24,17
"5792","621",17,8,25,20
"5793","6210",12,8,29,21
"5794","6211",16,11,24,19
"5795","6212",18,13,21,18
"5796","6213",17,11,24,18
"5797","6214",14,9,26,21
"5798","6215",20,9,26,15
"5799","6216",14,14,24,18
"5800","6217",13,9,22,26
"5801","6218",14,8,27,21
"5802","6219",13,7,27,23
"5803","622",16,8,26,20
"5804","6220",18,12,23,17
"5805","6221",16,13,25,16
"5806","6222",15,10,25,20
"5807","6223",15,5,26,24
"5808","6224",14,7,27,22
"5809","6225",16,5,29,20
"5810","6226",16,10,25,19
"5811","6227",19,11,24,16
"5812","6228",15,10,26,19
"5813","6229",15,8,28,19
"5814","623",15,8,26,21
"5815","6230",20,11,21,18
"5816","6231",13,8,29,20
"5817","6232",18,11,24,17
"5818","6233",13,8,25,24
"5819","6234",12,8,31,19
"5820","6235",13,8,29,20
"5821","6236",17,8,24,21
"5822","6237",16,10,26,18
"5823","6238",18,11,23,18
"5824","6239",18,9,25,18
"5825","624",16,7,28,19
"5826","6240",15,8,26,21
"5827","6241",17,11,24,18
"5828","6242",15,8,27,20
"5829","6243",17,9,23,21
"5830","6244",17,7,28,18
"5831","6245",17,9,27,17
"5832","6246",16,10,25,19
"5833","6247",15,3,28,24
"5834","6248",15,6,26,23
"5835","6249",15,8,28,19
"5836","625",17,7,24,22
"5837","6250",11,5,31,23
"5838","6251",13,9,26,22
"5839","6252",16,11,23,20
"5840","6253",11,6,30,23
"5841","6254",17,6,28,19
"5842","6255",16,5,29,20
"5843","6256",15,10,24,21
"5844","6257",12,7,30,21
"5845","6258",13,11,24,22
"5846","6259",18,7,26,19
"5847","626",12,10,27,21
"5848","6260",14,8,28,20
"5849","6261",15,11,25,19
"5850","6262",14,5,30,21
"5851","6263",16,10,26,18
"5852","6264",17,9,26,18
"5853","6265",22,16,20,12
"5854","6266",19,7,25,19
"5855","6267",13,8,27,22
"5856","6268",17,11,25,17
"5857","6269",15,7,27,21
"5858","627",16,9,26,19
"5859","6270",15,8,25,22
"5860","6271",15,7,25,23
"5861","6272",15,15,23,17
"5862","6273",19,14,22,15
"5863","6274",22,14,23,11
"5864","6275",11,6,31,22
"5865","6276",14,5,29,22
"5866","6277",19,8,27,16
"5867","6278",16,8,24,22
"5868","6279",16,10,24,20
"5869","628",12,8,26,24
"5870","6280",16,12,24,18
"5871","6281",15,8,26,21
"5872","6282",15,5,27,23
"5873","6283",17,7,28,18
"5874","6284",17,9,25,19
"5875","6285",14,10,27,19
"5876","6286",11,11,27,21
"5877","6287",15,7,26,22
"5878","6288",18,11,23,18
"5879","6289",18,9,23,20
"5880","629",16,9,27,18
"5881","6290",17,10,26,17
"5882","6291",12,11,26,21
"5883","6292",15,16,22,17
"5884","6293",15,11,26,18
"5885","6294",15,9,27,19
"5886","6295",16,10,25,19
"5887","6296",15,6,28,21
"5888","6297",15,9,26,20
"5889","6298",17,11,23,19
"5890","6299",14,11,24,21
"5891","63",13,5,30,22
"5892","630",16,10,26,18
"5893","6300",16,8,27,19
"5894","6301",14,9,29,18
"5895","6302",16,9,26,19
"5896","6303",14,12,27,17
"5897","6304",14,13,24,19
"5898","6305",17,10,25,18
"5899","6306",13,8,25,24
"5900","6307",16,9,22,23
"5901","6308",17,10,23,20
"5902","6309",14,8,26,22
"5903","631",15,10,24,21
"5904","6310",17,9,27,17
"5905","6311",18,7,26,19
"5906","6312",17,8,24,21
"5907","6313",13,9,27,21
"5908","6314",12,8,28,22
"5909","6315",18,12,23,17
"5910","6316",11,10,27,22
"5911","6317",14,5,27,24
"5912","6318",15,9,27,19
"5913","6319",16,8,25,21
"5914","632",20,11,24,15
"5915","6320",14,9,29,18
"5916","6321",20,12,22,16
"5917","6322",17,8,24,21
"5918","6323",15,7,30,18
"5919","6324",12,9,29,20
"5920","6325",16,10,26,18
"5921","6326",11,9,28,22
"5922","6327",17,12,22,19
"5923","6328",13,8,28,21
"5924","6329",19,12,20,19
"5925","633",16,13,23,18
"5926","6330",17,6,27,20
"5927","6331",20,10,25,15
"5928","6332",15,13,21,21
"5929","6333",9,10,28,23
"5930","6334",17,8,26,19
"5931","6335",17,11,24,18
"5932","6336",16,7,25,22
"5933","6337",13,12,27,18
"5934","6338",13,11,23,23
"5935","6339",13,6,28,23
"5936","634",13,10,23,24
"5937","6340",12,6,26,26
"5938","6341",13,10,28,19
"5939","6342",16,9,25,20
"5940","6343",11,13,25,21
"5941","6344",16,12,24,18
"5942","6345",16,10,26,18
"5943","6346",17,5,31,17
"5944","6347",13,8,27,22
"5945","6348",20,12,21,17
"5946","6349",19,7,27,17
"5947","635",15,7,24,24
"5948","6350",17,4,26,23
"5949","6351",11,8,31,20
"5950","6352",17,8,29,16
"5951","6353",18,11,23,18
"5952","6354",14,9,29,18
"5953","6355",15,8,26,21
"5954","6356",14,6,28,22
"5955","6357",15,8,26,21
"5956","6358",19,11,25,15
"5957","6359",18,11,24,17
"5958","636",15,8,26,21
"5959","6360",16,8,25,21
"5960","6361",15,8,27,20
"5961","6362",16,8,24,22
"5962","6363",18,11,26,15
"5963","6364",17,9,26,18
"5964","6365",19,9,25,17
"5965","6366",18,8,26,18
"5966","6367",17,8,28,17
"5967","6368",18,10,24,18
"5968","6369",15,11,25,19
"5969","637",16,8,25,21
"5970","6370",15,8,25,22
"5971","6371",16,8,26,20
"5972","6372",14,8,24,24
"5973","6373",14,12,26,18
"5974","6374",16,10,26,18
"5975","6375",13,6,27,24
"5976","6376",13,5,29,23
"5977","6377",13,8,28,21
"5978","6378",17,12,22,19
"5979","6379",13,8,25,24
"5980","638",12,10,26,22
"5981","6380",13,6,31,20
"5982","6381",19,8,23,20
"5983","6382",18,8,27,17
"5984","6383",12,15,22,21
"5985","6384",17,10,27,16
"5986","6385",15,11,23,21
"5987","6386",14,7,25,24
"5988","6387",13,8,28,21
"5989","6388",15,7,27,21
"5990","6389",11,5,29,25
"5991","639",16,11,25,18
"5992","6390",17,11,26,16
"5993","6391",20,7,26,17
"5994","6392",17,11,25,17
"5995","6393",15,13,25,17
"5996","6394",14,8,25,23
"5997","6395",15,8,27,20
"5998","6396",17,8,25,20
"5999","6397",17,8,26,19
"6000","6398",15,9,28,18
"6001","6399",13,5,30,22
"6002","64",15,11,26,18
"6003","640",19,12,25,14
"6004","6400",18,13,22,17
"6005","6401",15,10,24,21
"6006","6402",12,6,29,23
"6007","6403",16,12,24,18
"6008","6404",14,6,27,23
"6009","6405",12,8,25,25
"6010","6406",14,10,25,21
"6011","6407",15,10,27,18
"6012","6408",19,8,25,18
"6013","6409",11,10,25,24
"6014","641",16,12,22,20
"6015","6410",14,12,25,19
"6016","6411",15,12,23,20
"6017","6412",16,13,25,16
"6018","6413",13,5,30,22
"6019","6414",9,8,27,26
"6020","6415",14,6,30,20
"6021","6416",17,11,25,17
"6022","6417",18,9,29,14
"6023","6418",17,11,24,18
"6024","6419",14,4,31,21
"6025","642",14,11,24,21
"6026","6420",14,7,25,24
"6027","6421",14,9,27,20
"6028","6422",19,10,24,17
"6029","6423",17,7,27,19
"6030","6424",19,7,24,20
"6031","6425",13,8,25,24
"6032","6426",12,9,25,24
"6033","6427",11,7,25,27
"6034","6428",16,12,25,17
"6035","6429",14,8,27,21
"6036","643",14,12,23,21
"6037","6430",16,7,27,20
"6038","6431",16,12,21,21
"6039","6432",13,6,29,22
"6040","6433",11,6,29,24
"6041","6434",15,12,24,19
"6042","6435",12,8,29,21
"6043","6436",13,6,29,22
"6044","6437",15,6,30,19
"6045","6438",14,8,27,21
"6046","6439",15,12,21,22
"6047","644",12,8,29,21
"6048","6440",17,10,24,19
"6049","6441",16,8,28,18
"6050","6442",17,11,23,19
"6051","6443",15,10,25,20
"6052","6444",13,11,25,21
"6053","6445",20,15,19,16
"6054","6446",16,11,25,18
"6055","6447",13,9,26,22
"6056","6448",15,7,28,20
"6057","6449",16,11,26,17
"6058","645",20,7,26,17
"6059","6450",12,14,24,20
"6060","6451",16,7,27,20
"6061","6452",14,12,24,20
"6062","6453",11,7,29,23
"6063","6454",14,10,25,21
"6064","6455",14,8,26,22
"6065","6456",14,11,26,19
"6066","6457",18,11,24,17
"6067","6458",12,9,28,21
"6068","6459",14,12,25,19
"6069","646",16,11,22,21
"6070","6460",15,10,26,19
"6071","6461",15,10,28,17
"6072","6462",19,16,21,14
"6073","6463",16,5,28,21
"6074","6464",14,10,27,19
"6075","6465",16,7,27,20
"6076","6466",19,13,23,15
"6077","6467",14,11,27,18
"6078","6468",14,10,27,19
"6079","6469",15,8,27,20
"6080","647",16,5,28,21
"6081","6470",18,9,24,19
"6082","6471",16,9,28,17
"6083","6472",15,7,26,22
"6084","6473",14,10,26,20
"6085","6474",12,7,26,25
"6086","6475",17,6,29,18
"6087","6476",13,7,29,21
"6088","6477",16,10,27,17
"6089","6478",18,7,27,18
"6090","6479",17,12,20,21
"6091","648",11,6,30,23
"6092","6480",14,9,27,20
"6093","6481",14,8,27,21
"6094","6482",22,15,19,14
"6095","6483",15,10,25,20
"6096","6484",12,11,27,20
"6097","6485",17,8,23,22
"6098","6486",11,6,28,25
"6099","6487",23,10,22,15
"6100","6488",19,12,22,17
"6101","6489",15,9,27,19
"6102","649",13,10,27,20
"6103","6490",13,7,28,22
"6104","6491",20,12,23,15
"6105","6492",12,10,26,22
"6106","6493",18,11,21,20
"6107","6494",13,10,24,23
"6108","6495",11,12,27,20
"6109","6496",13,9,27,21
"6110","6497",19,11,25,15
"6111","6498",10,4,32,24
"6112","6499",19,15,20,16
"6113","65",17,9,26,18
"6114","650",16,10,26,18
"6115","6500",14,7,31,18
"6116","6501",14,10,24,22
"6117","6502",14,8,27,21
"6118","6503",17,9,27,17
"6119","6504",15,11,25,19
"6120","6505",14,6,27,23
"6121","6506",17,8,28,17
"6122","6507",14,9,25,22
"6123","6508",13,12,24,21
"6124","6509",11,8,29,22
"6125","651",15,6,28,21
"6126","6510",15,9,27,19
"6127","6511",15,11,27,17
"6128","6512",17,14,20,19
"6129","6513",22,14,22,12
"6130","6514",18,10,23,19
"6131","6515",15,10,23,22
"6132","6516",16,8,24,22
"6133","6517",16,13,22,19
"6134","6518",16,11,27,16
"6135","6519",15,11,29,15
"6136","652",18,11,23,18
"6137","6520",18,7,27,18
"6138","6521",17,11,23,19
"6139","6522",18,11,23,18
"6140","6523",17,8,25,20
"6141","6524",19,10,25,16
"6142","6525",15,10,25,20
"6143","6526",13,8,28,21
"6144","6527",10,9,25,26
"6145","6528",16,10,23,21
"6146","6529",15,11,24,20
"6147","653",18,9,23,20
"6148","6530",16,5,29,20
"6149","6531",13,7,30,20
"6150","6532",14,11,26,19
"6151","6533",16,11,27,16
"6152","6534",20,11,23,16
"6153","6535",11,9,27,23
"6154","6536",17,10,24,19
"6155","6537",19,8,24,19
"6156","6538",14,8,27,21
"6157","6539",14,8,28,20
"6158","654",16,8,27,19
"6159","6540",14,8,23,25
"6160","6541",13,6,27,24
"6161","6542",16,5,28,21
"6162","6543",16,10,25,19
"6163","6544",12,11,25,22
"6164","6545",14,11,26,19
"6165","6546",16,9,24,21
"6166","6547",18,7,26,19
"6167","6548",15,7,29,19
"6168","6549",12,8,29,21
"6169","655",15,8,28,19
"6170","6550",13,6,27,24
"6171","6551",15,11,27,17
"6172","6552",12,9,26,23
"6173","6553",15,7,28,20
"6174","6554",18,6,26,20
"6175","6555",20,8,24,18
"6176","6556",11,9,28,22
"6177","6557",16,10,23,21
"6178","6558",16,10,24,20
"6179","6559",10,8,28,24
"6180","656",15,10,24,21
"6181","6560",13,9,28,20
"6182","6561",14,10,25,21
"6183","6562",13,10,25,22
"6184","6563",20,13,22,15
"6185","6564",13,7,28,22
"6186","6565",15,7,27,21
"6187","6566",13,13,20,24
"6188","6567",15,8,25,22
"6189","6568",14,8,28,20
"6190","6569",20,6,25,19
"6191","657",14,8,27,21
"6192","6570",15,17,18,20
"6193","6571",20,10,24,16
"6194","6572",14,12,25,19
"6195","6573",16,7,25,22
"6196","6574",15,10,26,19
"6197","6575",15,5,27,23
"6198","6576",18,8,28,16
"6199","6577",17,9,25,19
"6200","6578",16,11,24,19
"6201","6579",14,6,27,23
"6202","658",15,9,24,22
"6203","6580",14,5,27,24
"6204","6581",19,4,26,21
"6205","6582",13,10,29,18
"6206","6583",22,10,24,14
"6207","6584",14,12,26,18
"6208","6585",20,13,23,14
"6209","6586",16,9,26,19
"6210","6587",16,8,25,21
"6211","6588",10,6,29,25
"6212","6589",19,11,23,17
"6213","659",15,10,25,20
"6214","6590",21,11,23,15
"6215","6591",15,10,25,20
"6216","6592",15,11,25,19
"6217","6593",14,11,28,17
"6218","6594",17,11,24,18
"6219","6595",16,8,24,22
"6220","6596",14,7,28,21
"6221","6597",13,4,30,23
"6222","6598",18,10,26,16
"6223","6599",11,9,26,24
"6224","66",11,9,28,22
"6225","660",14,12,25,19
"6226","6600",15,9,29,17
"6227","6601",15,13,23,19
"6228","6602",12,10,26,22
"6229","6603",20,11,22,17
"6230","6604",15,11,25,19
"6231","6605",16,10,24,20
"6232","6606",18,10,26,16
"6233","6607",18,9,23,20
"6234","6608",13,9,27,21
"6235","6609",16,9,25,20
"6236","661",18,9,26,17
"6237","6610",14,10,26,20
"6238","6611",13,8,26,23
"6239","6612",15,11,27,17
"6240","6613",14,5,24,27
"6241","6614",16,12,22,20
"6242","6615",15,12,26,17
"6243","6616",18,9,25,18
"6244","6617",15,15,20,20
"6245","6618",18,11,22,19
"6246","6619",10,9,27,24
"6247","662",12,8,31,19
"6248","6620",16,11,25,18
"6249","6621",15,12,24,19
"6250","6622",17,7,24,22
"6251","6623",16,7,30,17
"6252","6624",11,7,27,25
"6253","6625",14,7,29,20
"6254","6626",16,9,25,20
"6255","6627",14,10,26,20
"6256","6628",16,9,27,18
"6257","6629",19,13,22,16
"6258","663",14,12,25,19
"6259","6630",15,11,26,18
"6260","6631",18,12,24,16
"6261","6632",13,10,26,21
"6262","6633",14,11,25,20
"6263","6634",15,8,29,18
"6264","6635",16,8,27,19
"6265","6636",12,10,30,18
"6266","6637",14,13,24,19
"6267","6638",15,9,25,21
"6268","6639",15,11,25,19
"6269","664",15,11,26,18
"6270","6640",17,13,22,18
"6271","6641",16,7,28,19
"6272","6642",19,5,27,19
"6273","6643",15,8,27,20
"6274","6644",18,10,27,15
"6275","6645",14,13,25,18
"6276","6646",13,7,26,24
"6277","6647",13,4,30,23
"6278","6648",20,10,24,16
"6279","6649",17,7,25,21
"6280","665",17,10,24,19
"6281","6650",16,12,25,17
"6282","6651",13,12,22,23
"6283","6652",18,10,24,18
"6284","6653",17,8,28,17
"6285","6654",22,12,20,16
"6286","6655",17,8,25,20
"6287","6656",17,11,25,17
"6288","6657",12,10,29,19
"6289","6658",20,11,23,16
"6290","6659",14,10,28,18
"6291","666",15,10,27,18
"6292","6660",13,10,29,18
"6293","6661",19,10,23,18
"6294","6662",14,10,27,19
"6295","6663",15,9,25,21
"6296","6664",10,11,26,23
"6297","6665",17,8,26,19
"6298","6666",18,8,28,16
"6299","6667",17,11,23,19
"6300","6668",14,9,29,18
"6301","6669",13,6,30,21
"6302","667",16,9,25,20
"6303","6670",17,10,24,19
"6304","6671",13,9,26,22
"6305","6672",18,14,21,17
"6306","6673",13,11,24,22
"6307","6674",17,10,24,19
"6308","6675",17,8,27,18
"6309","6676",16,8,25,21
"6310","6677",14,5,28,23
"6311","6678",11,6,28,25
"6312","6679",15,9,27,19
"6313","668",17,7,25,21
"6314","6680",19,6,23,22
"6315","6681",16,11,23,20
"6316","6682",15,9,26,20
"6317","6683",16,10,26,18
"6318","6684",15,9,23,23
"6319","6685",16,10,25,19
"6320","6686",14,13,24,19
"6321","6687",15,6,24,25
"6322","6688",18,10,22,20
"6323","6689",19,14,22,15
"6324","669",18,12,23,17
"6325","6690",16,11,25,18
"6326","6691",15,7,31,17
"6327","6692",15,8,27,20
"6328","6693",15,5,31,19
"6329","6694",14,7,26,23
"6330","6695",17,14,22,17
"6331","6696",18,12,23,17
"6332","6697",14,8,24,24
"6333","6698",14,8,25,23
"6334","6699",14,5,30,21
"6335","67",12,7,30,21
"6336","670",17,10,25,18
"6337","6700",14,13,22,21
"6338","6701",15,12,24,19
"6339","6702",15,4,30,21
"6340","6703",20,9,24,17
"6341","6704",15,11,27,17
"6342","6705",14,10,27,19
"6343","6706",15,8,24,23
"6344","6707",18,12,23,17
"6345","6708",15,10,29,16
"6346","6709",13,3,29,25
"6347","671",16,10,26,18
"6348","6710",16,7,28,19
"6349","6711",16,10,25,19
"6350","6712",19,12,24,15
"6351","6713",16,6,26,22
"6352","6714",14,8,26,22
"6353","6715",14,7,26,23
"6354","6716",18,10,24,18
"6355","6717",14,8,27,21
"6356","6718",13,9,26,22
"6357","6719",14,10,23,23
"6358","672",16,7,29,18
"6359","6720",20,10,23,17
"6360","6721",19,11,26,14
"6361","6722",12,6,26,26
"6362","6723",16,7,28,19
"6363","6724",18,13,21,18
"6364","6725",16,8,23,23
"6365","6726",20,13,23,14
"6366","6727",16,5,26,23
"6367","6728",9,3,30,28
"6368","6729",15,15,21,19
"6369","673",14,9,25,22
"6370","6730",18,10,25,17
"6371","6731",13,8,27,22
"6372","6732",16,9,24,21
"6373","6733",15,11,25,19
"6374","6734",22,10,23,15
"6375","6735",13,10,28,19
"6376","6736",14,6,26,24
"6377","6737",12,6,28,24
"6378","6738",13,7,26,24
"6379","6739",11,11,23,25
"6380","674",13,8,28,21
"6381","6740",15,10,25,20
"6382","6741",16,5,28,21
"6383","6742",14,9,26,21
"6384","6743",15,7,27,21
"6385","6744",12,10,27,21
"6386","6745",11,10,29,20
"6387","6746",16,9,24,21
"6388","6747",16,11,25,18
"6389","6748",16,7,29,18
"6390","6749",17,12,20,21
"6391","675",16,7,27,20
"6392","6750",16,8,25,21
"6393","6751",15,10,25,20
"6394","6752",14,8,27,21
"6395","6753",15,13,24,18
"6396","6754",14,9,26,21
"6397","6755",20,9,26,15
"6398","6756",15,8,26,21
"6399","6757",17,12,23,18
"6400","6758",17,15,23,15
"6401","6759",16,8,24,22
"6402","676",15,10,26,19
"6403","6760",18,7,27,18
"6404","6761",13,13,25,19
"6405","6762",13,8,26,23
"6406","6763",15,6,28,21
"6407","6764",12,5,30,23
